   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
31.54,296.88,194.34,170.9,167.97,156.25,4:01:55
31.45,296.88,194.34,170.9,167.97,155.27,4:01:59
31.45,296.88,194.34,170.9,167.97,155.27,4:02:03
31.45,296.88,193.36,170.9,167.97,155.27,4:02:07
31.45,296.88,193.36,170.9,167.97,155.27,4:02:11
31.45,296.88,194.34,170.9,167.97,156.25,4:02:15
31.45,296.88,194.34,170.9,167.97,155.27,4:02:19
31.45,295.9,193.36,169.92,166.99,155.27,4:02:24
31.45,295.9,193.36,169.92,166.99,155.27,4:02:28
31.45,295.9,192.38,169.92,166.99,154.3,4:02:32
31.45,296.88,193.36,169.92,166.99,155.27,4:02:36
31.45,296.88,193.36,169.92,166.99,155.27,4:02:40
31.45,296.88,193.36,169.92,166.99,155.27,4:02:44
31.45,295.9,193.36,169.92,166.99,154.3,4:02:48
31.45,295.9,193.36,169.92,166.99,154.3,4:02:52
31.45,295.9,193.36,169.92,166.99,155.27,4:02:56
31.45,296.88,193.36,169.92,166.99,155.27,4:03:00
31.45,296.88,193.36,169.92,166.99,155.27,4:03:04
31.45,296.88,193.36,169.92,167.97,155.27,4:03:08
31.45,296.88,193.36,169.92,167.97,155.27,4:03:12
31.45,296.88,193.36,169.92,166.99,155.27,4:03:16
31.45,296.88,193.36,169.92,167.97,155.27,4:03:20
31.45,296.88,193.36,169.92,167.97,155.27,4:03:24
31.45,296.88,193.36,169.92,167.97,155.27,4:03:28
31.45,296.88,193.36,169.92,166.99,155.27,4:03:32
31.54,296.88,193.36,169.92,167.97,155.27,4:03:37
31.45,295.9,193.36,169.92,167.97,155.27,4:03:41
31.45,295.9,193.36,169.92,166.99,155.27,4:03:45
31.45,295.9,193.36,169.92,166.99,155.27,4:03:49
31.45,295.9,193.36,169.92,166.99,155.27,4:03:53
31.54,295.9,193.36,169.92,167.97,155.27,4:03:57
31.45,295.9,193.36,169.92,166.99,155.27,4:04:01
31.45,295.9,193.36,169.92,166.99,155.27,4:04:05
31.45,295.9,193.36,169.92,166.99,155.27,4:04:09
31.45,295.9,193.36,169.92,166.99,155.27,4:04:13
31.45,295.9,193.36,169.92,166.99,155.27,4:04:17
31.45,295.9,193.36,169.92,166.99,155.27,4:04:21
31.45,295.9,193.36,169.92,166.99,155.27,4:04:25
31.45,295.9,193.36,169.92,166.99,155.27,4:04:29
31.45,295.9,193.36,169.92,166.99,155.27,4:04:33
31.45,295.9,193.36,169.92,166.99,155.27,4:04:37
31.45,294.92,193.36,168.95,166.99,155.27,4:04:41
31.45,294.92,193.36,169.92,166.99,155.27,4:04:46
31.45,294.92,193.36,168.95,166.99,155.27,4:04:50
31.35,294.92,193.36,168.95,166.99,155.27,4:04:54
31.35,294.92,193.36,168.95,166.99,154.3,4:04:58
31.45,295.9,196.29,169.92,166.99,155.27,4:05:02
31.45,294.92,193.36,168.95,166.99,155.27,4:05:06
31.45,295.9,193.36,169.92,166.99,155.27,4:05:10
31.45,295.9,193.36,169.92,166.99,155.27,4:05:14
31.45,295.9,193.36,169.92,166.99,155.27,4:05:18
31.45,295.9,193.36,169.92,166.99,155.27,4:05:22
31.45,295.9,193.36,169.92,166.99,155.27,4:05:26
31.45,295.9,193.36,169.92,166.99,155.27,4:05:30
31.45,295.9,193.36,169.92,166.99,155.27,4:05:34
31.45,294.92,193.36,168.95,166.99,155.27,4:05:38
31.45,294.92,193.36,168.95,166.99,154.3,4:05:42
31.45,294.92,193.36,168.95,166.99,155.27,4:05:46
31.35,293.95,192.38,168.95,166.99,155.27,4:05:50
31.35,293.95,192.38,169.92,166.99,155.27,4:05:54
31.35,292.97,192.38,168.95,166.02,155.27,4:05:59
31.25,293.95,192.38,168.95,166.02,155.27,4:06:03
31.25,293.95,192.38,168.95,166.02,154.3,4:06:07
31.25,294.92,192.38,168.95,166.02,154.3,4:06:11
31.25,294.92,192.38,168.95,166.99,155.27,4:06:15
31.25,294.92,192.38,168.95,166.02,155.27,4:06:19
31.35,294.92,192.38,168.95,166.99,154.3,4:06:23
31.35,294.92,192.38,168.95,166.02,155.27,4:06:27
31.25,294.92,192.38,168.95,166.02,155.27,4:06:31
31.35,294.92,192.38,168.95,166.02,155.27,4:06:35
31.35,294.92,192.38,168.95,166.02,154.3,4:06:39
31.35,294.92,192.38,168.95,166.02,155.27,4:06:43
31.35,294.92,192.38,168.95,166.99,154.3,4:06:47
31.25,294.92,192.38,168.95,166.02,154.3,4:06:51
31.35,294.92,192.38,168.95,166.02,154.3,4:06:55
31.25,294.92,192.38,168.95,166.02,154.3,4:06:59
31.25,293.95,192.38,168.95,166.02,154.3,4:07:03
31.25,293.95,192.38,168.95,166.02,154.3,4:07:08
31.25,294.92,192.38,168.95,166.02,154.3,4:07:12
31.25,293.95,192.38,167.97,166.02,154.3,4:07:16
31.25,293.95,192.38,167.97,166.02,154.3,4:07:20
31.25,293.95,192.38,167.97,166.02,154.3,4:07:24
31.25,293.95,191.41,167.97,166.02,154.3,4:07:28
31.15,293.95,191.41,167.97,166.02,154.3,4:07:32
31.15,293.95,191.41,167.97,166.02,154.3,4:07:36
31.15,293.95,191.41,167.97,165.04,154.3,4:07:40
31.15,292.97,191.41,167.97,165.04,154.3,4:07:44
31.05,292.97,191.41,167.97,165.04,154.3,4:07:48
31.05,292.97,191.41,167.97,165.04,154.3,4:07:52
31.05,292.97,191.41,167.97,165.04,153.32,4:07:56
31.05,292.97,191.41,166.99,165.04,153.32,4:08:00
30.96,292.97,190.43,166.99,165.04,153.32,4:08:04
30.96,292.97,190.43,166.99,165.04,153.32,4:08:08
30.96,292.97,190.43,166.99,165.04,153.32,4:08:12
30.86,292.97,190.43,166.99,165.04,153.32,4:08:16
30.86,291.99,189.45,166.99,164.06,153.32,4:08:21
30.76,291.99,189.45,164.06,161.13,152.34,4:08:25
30.76,291.99,189.45,166.99,164.06,152.34,4:08:29
30.66,291.02,189.45,166.02,164.06,152.34,4:08:33
30.86,292.97,190.43,166.99,165.04,153.32,4:08:37
30.86,292.97,190.43,166.99,165.04,153.32,4:08:41
30.96,293.95,191.41,167.97,165.04,154.3,4:08:45
30.96,294.92,191.41,167.97,166.02,154.3,4:08:49
31.15,296.88,192.38,168.95,166.99,155.27,4:08:53
31.25,296.88,193.36,168.95,166.99,155.27,4:08:57
31.25,297.85,193.36,169.92,166.99,155.27,4:09:01
31.25,296.88,193.36,169.92,166.99,155.27,4:09:05
31.25,296.88,193.36,169.92,166.99,155.27,4:09:09
31.25,296.88,193.36,169.92,166.99,155.27,4:09:13
31.25,296.88,192.38,169.92,166.99,155.27,4:09:17
31.25,296.88,193.36,169.92,166.99,155.27,4:09:21
31.25,296.88,192.38,169.92,166.99,155.27,4:09:25
31.25,296.88,192.38,169.92,166.99,155.27,4:09:30
31.25,296.88,192.38,169.92,166.99,155.27,4:09:34
31.25,295.9,192.38,168.95,166.99,155.27,4:09:38
31.25,296.88,192.38,169.92,166.99,155.27,4:09:42
31.15,295.9,192.38,168.95,166.99,154.3,4:09:46
31.15,295.9,192.38,168.95,166.99,155.27,4:09:50
31.15,295.9,192.38,168.95,166.02,154.3,4:09:54
31.15,295.9,192.38,168.95,166.02,154.3,4:09:58
31.15,295.9,191.41,168.95,166.99,155.27,4:10:02
31.15,295.9,192.38,168.95,166.02,154.3,4:10:06
31.15,295.9,192.38,168.95,166.02,154.3,4:10:10
31.15,295.9,192.38,168.95,166.02,155.27,4:10:14
31.15,295.9,192.38,168.95,166.02,154.3,4:10:18
31.15,295.9,192.38,168.95,166.02,154.3,4:10:22
31.15,295.9,191.41,168.95,166.02,154.3,4:10:26
31.05,295.9,191.41,168.95,166.02,154.3,4:10:30
31.05,295.9,191.41,168.95,166.02,154.3,4:10:34
31.05,295.9,192.38,168.95,166.02,154.3,4:10:38
31.15,295.9,192.38,168.95,166.02,154.3,4:10:43
31.05,295.9,191.41,168.95,166.02,154.3,4:10:47
31.05,294.92,191.41,168.95,166.02,154.3,4:10:51
31.05,295.9,191.41,168.95,166.02,154.3,4:10:55
31.05,295.9,192.38,168.95,166.02,155.27,4:10:59
31.05,295.9,192.38,168.95,166.02,154.3,4:11:03
31.05,295.9,192.38,168.95,166.02,155.27,4:11:07
31.05,295.9,192.38,168.95,166.02,154.3,4:11:11
31.05,294.92,191.41,168.95,166.02,154.3,4:11:15
31.05,294.92,191.41,168.95,166.02,154.3,4:11:19
31.05,294.92,191.41,167.97,166.02,154.3,4:11:23
30.96,294.92,191.41,167.97,166.02,154.3,4:11:27
30.96,294.92,191.41,167.97,166.02,154.3,4:11:31
31.05,294.92,191.41,168.95,166.02,154.3,4:11:35
30.96,294.92,191.41,167.97,165.04,154.3,4:11:39
30.86,293.95,190.43,167.97,165.04,153.32,4:11:43
30.86,293.95,190.43,167.97,165.04,153.32,4:11:47
30.96,294.92,191.41,167.97,166.02,154.3,4:11:51
30.96,294.92,191.41,168.95,166.02,154.3,4:11:56
30.96,294.92,191.41,168.95,166.02,154.3,4:12:00
30.96,295.9,191.41,168.95,166.02,154.3,4:12:04
30.96,294.92,191.41,168.95,166.02,154.3,4:12:08
30.96,295.9,191.41,168.95,166.02,154.3,4:12:12
30.96,295.9,191.41,168.95,166.02,154.3,4:12:16
30.96,294.92,191.41,168.95,166.02,154.3,4:12:20
30.96,295.9,191.41,168.95,166.02,154.3,4:12:24
30.86,294.92,191.41,168.95,166.02,154.3,4:12:28
30.86,294.92,191.41,168.95,166.02,154.3,4:12:32
30.86,294.92,191.41,168.95,166.02,154.3,4:12:36
30.86,295.9,191.41,168.95,166.02,154.3,4:12:40
30.86,295.9,191.41,168.95,166.02,154.3,4:12:44
30.76,293.95,190.43,167.97,165.04,154.3,4:12:48
30.66,293.95,190.43,167.97,165.04,153.32,4:12:52
30.86,294.92,191.41,168.95,166.02,154.3,4:12:56
30.86,295.9,191.41,168.95,166.02,154.3,4:13:00
31.05,297.85,192.38,169.92,166.99,155.27,4:13:05
31.05,298.83,193.36,169.92,167.97,156.25,4:13:09
31.15,298.83,193.36,170.9,167.97,156.25,4:13:13
31.15,298.83,193.36,170.9,167.97,156.25,4:13:17
31.25,298.83,193.36,170.9,167.97,156.25,4:13:21
31.25,298.83,193.36,170.9,167.97,156.25,4:13:25
31.25,298.83,194.34,170.9,167.97,156.25,4:13:29
31.25,298.83,194.34,170.9,167.97,156.25,4:13:33
31.25,298.83,194.34,170.9,167.97,156.25,4:13:37
31.25,298.83,194.34,170.9,167.97,156.25,4:13:41
31.25,298.83,194.34,170.9,167.97,156.25,4:13:45
31.25,298.83,193.36,170.9,167.97,156.25,4:13:49
31.25,298.83,193.36,170.9,167.97,156.25,4:13:53
31.25,297.85,193.36,170.9,167.97,156.25,4:13:57
31.25,298.83,193.36,170.9,167.97,156.25,4:14:01
31.25,297.85,193.36,170.9,167.97,156.25,4:14:05
31.25,297.85,193.36,170.9,167.97,156.25,4:14:09
31.25,297.85,193.36,170.9,167.97,156.25,4:14:13
31.25,297.85,193.36,170.9,167.97,156.25,4:14:18
31.25,297.85,193.36,170.9,167.97,156.25,4:14:22
31.25,297.85,193.36,170.9,167.97,156.25,4:14:26
31.25,297.85,193.36,169.92,167.97,156.25,4:14:30
31.25,297.85,193.36,169.92,167.97,156.25,4:14:34
31.25,297.85,193.36,170.9,167.97,156.25,4:14:38
31.25,297.85,193.36,170.9,167.97,156.25,4:14:42
31.25,297.85,193.36,170.9,167.97,156.25,4:14:46
31.25,297.85,193.36,170.9,167.97,156.25,4:14:50
31.25,297.85,193.36,170.9,167.97,156.25,4:14:54
31.25,296.88,193.36,169.92,167.97,156.25,4:14:58
31.25,297.85,193.36,170.9,167.97,156.25,4:15:02
31.25,296.88,194.34,170.9,166.99,156.25,4:15:06
31.25,296.88,193.36,169.92,167.97,156.25,4:15:10
31.25,296.88,193.36,169.92,166.99,156.25,4:15:14
31.25,296.88,193.36,169.92,167.97,156.25,4:15:18
31.25,296.88,193.36,169.92,166.99,156.25,4:15:22
31.25,296.88,193.36,169.92,166.99,155.27,4:15:27
31.25,296.88,193.36,169.92,166.99,155.27,4:15:31
31.25,296.88,193.36,169.92,166.99,155.27,4:15:35
31.25,296.88,193.36,169.92,166.99,155.27,4:15:39
31.25,296.88,193.36,169.92,167.97,156.25,4:15:43
31.25,296.88,193.36,169.92,166.99,155.27,4:15:47
31.25,297.85,193.36,169.92,166.99,156.25,4:15:51
31.25,297.85,193.36,169.92,166.99,156.25,4:15:55
31.25,297.85,193.36,169.92,166.99,155.27,4:15:59
31.25,297.85,193.36,169.92,166.99,156.25,4:16:03
31.25,297.85,193.36,170.9,166.99,155.27,4:16:07
31.25,297.85,193.36,169.92,166.99,156.25,4:16:11
31.25,297.85,193.36,169.92,166.99,156.25,4:16:15
31.25,297.85,193.36,169.92,166.99,156.25,4:16:19
31.25,297.85,193.36,169.92,156.25,154.3,4:16:23
31.25,297.85,193.36,169.92,166.99,156.25,4:16:27
31.25,296.88,193.36,169.92,166.99,155.27,4:16:31
31.25,297.85,193.36,169.92,166.99,155.27,4:16:35
31.25,296.88,193.36,169.92,166.99,155.27,4:16:40
31.25,296.88,193.36,169.92,166.99,155.27,4:16:44
31.25,297.85,193.36,169.92,166.99,156.25,4:16:48
31.15,296.88,193.36,169.92,166.99,155.27,4:16:52
31.15,296.88,192.38,169.92,166.99,155.27,4:16:56
31.25,297.85,193.36,169.92,166.99,155.27,4:17:00
31.25,303.71,194.34,170.9,166.99,155.27,4:17:04
31.15,296.88,193.36,169.92,166.99,155.27,4:17:08
31.15,296.88,192.38,169.92,166.99,155.27,4:17:12
31.15,296.88,193.36,169.92,166.99,155.27,4:17:16
31.15,296.88,192.38,169.92,166.99,155.27,4:17:20
31.15,296.88,192.38,169.92,287.45,155.27,4:17:24
31.15,296.88,192.38,169.92,322.91,155.27,4:17:28
31.15,296.88,192.38,169.92,406.28,155.27,4:17:32
31.15,296.88,192.38,169.92,279.12,155.27,4:17:36
31.15,297.85,192.38,169.92,384.76,155.27,4:17:40
31.15,297.85,192.38,169.92,294.37,155.27,4:17:44
31.15,297.85,193.36,169.92,409.76,155.27,4:17:48
31.15,297.85,192.38,169.92,303.82,155.27,4:17:53
31.15,297.85,193.36,287.45,372.19,155.27,4:17:57
31.15,297.85,192.38,322.91,281.64,155.27,4:18:01
31.15,297.85,192.38,406.28,380.02,156.25,4:18:05
31.15,297.85,192.38,279.12,332.47,156.25,4:18:09
31.15,297.85,193.36,384.76,414.79,156.25,4:18:13
31.15,297.85,193.36,294.37,301.17,156.25,4:18:17
31.15,297.85,193.36,409.76,378.31,156.25,4:18:21
31.15,298.83,193.36,303.82,167.97,156.25,4:18:25
31.15,297.85,193.36,372.19,167.97,156.25,4:18:29
31.15,297.85,193.36,281.64,167.97,156.25,4:18:33
31.15,297.85,193.36,169.92,166.99,156.25,4:18:37
31.15,297.85,193.36,169.92,166.99,156.25,4:18:41
31.15,297.85,192.38,170.9,166.99,156.25,4:18:45
31.15,297.85,193.36,169.92,166.99,156.25,4:18:49
31.15,297.85,193.36,169.92,166.99,156.25,4:18:53
31.15,297.85,193.36,169.92,166.99,156.25,4:18:57
31.15,297.85,192.38,169.92,166.99,155.27,4:19:02
31.05,297.85,193.36,169.92,166.99,156.25,4:19:06
31.15,297.85,193.36,169.92,166.99,155.27,4:19:10
31.15,297.85,192.38,169.92,166.99,155.27,4:19:14
31.15,297.85,192.38,169.92,166.99,155.27,4:19:18
31.15,297.85,193.36,169.92,166.99,155.27,4:19:22
31.05,297.85,193.36,169.92,166.99,155.27,4:19:26
31.15,297.85,192.38,169.92,166.99,156.25,4:19:30
31.05,297.85,192.38,169.92,166.99,155.27,4:19:34
31.05,296.88,192.38,169.92,166.99,155.27,4:19:38
31.05,296.88,192.38,169.92,166.99,156.25,4:19:42
30.96,296.88,192.38,169.92,166.99,155.27,4:19:46
30.96,296.88,192.38,168.95,166.99,155.27,4:19:50
30.96,296.88,192.38,168.95,166.99,155.27,4:19:54
31.05,296.88,192.38,169.92,166.99,155.27,4:19:58
31.05,296.88,192.38,169.92,166.99,155.27,4:20:02
31.05,296.88,192.38,168.95,166.99,155.27,4:20:06
31.05,296.88,192.38,169.92,166.99,155.27,4:20:10
31.05,296.88,192.38,169.92,166.99,155.27,4:20:15
31.05,296.88,192.38,168.95,166.99,156.25,4:20:19
31.05,296.88,192.38,169.92,166.99,155.27,4:20:23
31.05,296.88,192.38,169.92,166.99,155.27,4:20:27
31.05,295.9,192.38,169.92,166.99,155.27,4:20:31
30.96,295.9,192.38,168.95,166.99,155.27,4:20:35
31.05,295.9,192.38,168.95,166.99,155.27,4:20:39
31.05,295.9,192.38,169.92,166.99,155.27,4:20:43
31.05,295.9,192.38,168.95,166.99,155.27,4:20:47
31.05,295.9,192.38,169.92,166.99,155.27,4:20:51
31.05,295.9,192.38,168.95,166.99,155.27,4:20:55
31.05,295.9,192.38,168.95,166.99,155.27,4:20:59
30.96,295.9,192.38,168.95,166.99,155.27,4:21:03
31.05,295.9,192.38,168.95,166.99,155.27,4:21:07
31.05,295.9,192.38,168.95,166.02,155.27,4:21:11
30.96,295.9,192.38,168.95,166.99,155.27,4:21:15
30.96,295.9,192.38,168.95,166.02,155.27,4:21:19
31.05,295.9,192.38,168.95,166.99,155.27,4:21:24
30.96,295.9,192.38,168.95,166.99,155.27,4:21:28
30.96,295.9,192.38,168.95,166.99,155.27,4:21:32
30.96,295.9,192.38,168.95,166.99,155.27,4:21:36
30.96,295.9,192.38,168.95,166.99,155.27,4:21:40
30.96,295.9,192.38,168.95,166.99,155.27,4:21:44
30.96,295.9,192.38,168.95,166.99,155.27,4:21:48
30.96,295.9,192.38,168.95,166.02,155.27,4:21:52
30.96,295.9,192.38,168.95,166.99,155.27,4:21:56
30.96,295.9,192.38,168.95,166.99,155.27,4:22:00
30.96,295.9,192.38,168.95,166.99,155.27,4:22:04
30.96,295.9,192.38,168.95,166.99,155.27,4:22:08
30.96,295.9,192.38,168.95,166.02,155.27,4:22:12
30.96,295.9,192.38,168.95,166.02,155.27,4:22:16
30.96,295.9,192.38,168.95,166.99,155.27,4:22:20
30.96,295.9,192.38,168.95,166.99,155.27,4:22:24
30.96,295.9,192.38,168.95,166.99,155.27,4:22:28
30.96,295.9,192.38,168.95,166.99,156.25,4:22:32
30.86,295.9,192.38,168.95,166.02,155.27,4:22:37
30.86,294.92,192.38,168.95,166.02,155.27,4:22:41
30.86,295.9,192.38,168.95,166.02,155.27,4:22:45
30.86,295.9,192.38,168.95,166.02,155.27,4:22:49
30.86,295.9,192.38,168.95,166.99,155.27,4:22:53
30.86,295.9,192.38,168.95,166.02,155.27,4:22:57
30.86,295.9,192.38,168.95,166.02,155.27,4:23:01
30.86,294.92,192.38,168.95,166.02,155.27,4:23:05
30.86,294.92,192.38,168.95,166.02,155.27,4:23:09
30.86,295.9,192.38,168.95,166.02,155.27,4:23:13
30.86,295.9,192.38,168.95,166.02,155.27,4:23:17
30.86,295.9,192.38,168.95,166.02,155.27,4:23:21
30.86,295.9,192.38,168.95,166.99,155.27,4:23:25
30.86,295.9,192.38,168.95,166.02,156.25,4:23:29
30.86,295.9,192.38,168.95,166.99,155.27,4:23:33
30.86,294.92,192.38,168.95,166.99,155.27,4:23:37
30.86,295.9,192.38,168.95,166.99,156.25,4:23:41
30.96,296.88,193.36,169.92,166.99,156.25,4:23:45
30.86,295.9,192.38,168.95,166.99,156.25,4:23:50
30.86,295.9,192.38,169.92,166.99,156.25,4:23:54
30.86,295.9,192.38,168.95,166.99,156.25,4:23:58
30.86,295.9,192.38,168.95,166.99,156.25,4:24:02
30.86,295.9,192.38,168.95,166.99,156.25,4:24:06
30.86,295.9,192.38,168.95,166.99,156.25,4:24:10
30.86,295.9,192.38,168.95,166.02,155.27,4:24:14
30.86,295.9,192.38,168.95,166.99,155.27,4:24:18
30.86,295.9,192.38,168.95,166.99,155.27,4:24:22
30.86,295.9,192.38,168.95,166.99,156.25,4:24:26
30.86,295.9,192.38,168.95,166.99,156.25,4:24:30
30.86,295.9,193.36,168.95,166.99,156.25,4:24:34
30.86,295.9,192.38,168.95,166.99,156.25,4:24:38
30.86,295.9,192.38,168.95,166.99,156.25,4:24:42
30.86,295.9,193.36,169.92,166.99,156.25,4:24:46
30.86,295.9,193.36,168.95,166.99,156.25,4:24:50
30.86,295.9,193.36,168.95,166.99,156.25,4:24:54
30.86,295.9,193.36,169.92,166.99,156.25,4:24:59
30.86,295.9,193.36,168.95,166.99,156.25,4:25:03
30.86,295.9,193.36,169.92,166.99,156.25,4:25:07
30.86,295.9,193.36,169.92,166.99,156.25,4:25:11
30.86,295.9,192.38,168.95,166.99,156.25,4:25:15
30.86,295.9,193.36,168.95,166.99,155.27,4:25:19
30.86,295.9,192.38,168.95,166.99,155.27,4:25:23
30.86,295.9,192.38,168.95,166.99,156.25,4:25:27
30.86,295.9,193.36,168.95,166.99,156.25,4:25:31
30.86,295.9,192.38,168.95,166.99,155.27,4:25:35
30.86,295.9,192.38,168.95,166.99,155.27,4:25:39
30.86,296.88,192.38,168.95,166.99,156.25,4:25:43
30.86,295.9,192.38,168.95,166.99,155.27,4:25:47
30.86,295.9,192.38,168.95,166.02,155.27,4:25:51
30.86,295.9,192.38,168.95,166.02,156.25,4:25:55
30.86,295.9,192.38,168.95,166.02,155.27,4:25:59
30.86,296.88,192.38,168.95,166.02,155.27,4:26:03
30.86,295.9,192.38,168.95,166.99,155.27,4:26:07
30.86,296.88,192.38,168.95,166.99,155.27,4:26:12
30.86,296.88,192.38,168.95,166.02,156.25,4:26:16
30.86,296.88,192.38,168.95,166.99,155.27,4:26:20
30.86,296.88,192.38,168.95,166.99,155.27,4:26:24
30.86,296.88,192.38,168.95,166.99,155.27,4:26:28
30.86,296.88,192.38,168.95,166.02,156.25,4:26:32
30.86,296.88,192.38,168.95,166.02,156.25,4:26:36
30.86,295.9,192.38,168.95,166.02,155.27,4:26:40
30.86,296.88,192.38,168.95,166.99,156.25,4:26:44
30.86,296.88,192.38,168.95,166.99,156.25,4:26:48
30.86,296.88,192.38,168.95,166.99,225.78,4:26:52
30.86,296.88,192.38,168.95,166.99,378.31,4:26:56
30.86,296.88,192.38,168.95,166.99,297.55,4:27:00
30.86,296.88,192.38,168.95,166.99,392.84,4:27:04
30.86,296.88,192.38,168.95,166.99,327.05,4:27:08
30.86,296.88,192.38,168.95,166.99,391.13,4:27:12
30.86,296.88,192.38,168.95,166.99,309.03,4:27:16
30.86,296.88,192.38,168.95,166.99,276.92,4:27:21
30.86,296.88,192.38,168.95,166.99,383.25,4:27:25
30.86,296.88,192.38,168.95,166.99,296.14,4:27:29
30.86,296.88,192.38,168.95,166.99,156.25,4:27:33
30.86,296.88,192.38,168.95,166.02,155.27,4:27:37
30.86,296.88,192.38,168.95,166.99,156.25,4:27:41
30.86,296.88,192.38,168.95,166.99,155.27,4:27:45
30.86,296.88,192.38,168.95,166.99,156.25,4:27:49
30.86,296.88,192.38,168.95,166.02,156.25,4:27:53
30.76,296.88,192.38,168.95,166.99,156.25,4:27:57
30.76,295.9,192.38,168.95,166.99,156.25,4:28:01
30.76,296.88,192.38,168.95,166.99,156.25,4:28:05
30.76,296.88,192.38,168.95,166.99,156.25,4:28:09
30.86,296.88,192.38,168.95,166.02,156.25,4:28:13
30.76,296.88,192.38,168.95,166.99,155.27,4:28:17
30.76,296.88,192.38,168.95,166.99,156.25,4:28:21
30.86,296.88,192.38,168.95,166.99,156.25,4:28:25
30.86,296.88,192.38,168.95,166.99,156.25,4:28:29
30.86,296.88,192.38,168.95,166.99,156.25,4:28:34
30.76,296.88,192.38,168.95,166.02,156.25,4:28:38
30.86,295.9,192.38,168.95,166.99,156.25,4:28:42
30.76,296.88,192.38,168.95,166.02,156.25,4:28:46
30.76,295.9,192.38,168.95,166.02,155.27,4:28:50
30.76,295.9,192.38,168.95,166.02,155.27,4:28:54
30.76,296.88,192.38,168.95,166.02,155.27,4:28:58
30.76,295.9,192.38,168.95,166.02,155.27,4:29:02
30.76,295.9,192.38,168.95,166.02,155.27,4:29:06
30.76,295.9,192.38,168.95,166.02,155.27,4:29:10
30.76,295.9,192.38,168.95,166.02,155.27,4:29:14
30.76,295.9,192.38,168.95,166.02,155.27,4:29:18
30.76,295.9,192.38,168.95,166.02,155.27,4:29:22
30.76,295.9,192.38,168.95,166.99,155.27,4:29:26
30.76,295.9,192.38,168.95,166.02,155.27,4:29:30
30.76,295.9,192.38,167.97,166.02,155.27,4:29:34
30.76,295.9,192.38,168.95,166.02,155.27,4:29:38
30.76,295.9,192.38,168.95,166.02,155.27,4:29:42
30.76,295.9,192.38,168.95,166.02,155.27,4:29:47
30.66,295.9,192.38,168.95,166.02,155.27,4:29:51
30.66,295.9,192.38,168.95,166.02,155.27,4:29:55
30.66,295.9,192.38,168.95,166.02,155.27,4:29:59
30.66,295.9,192.38,168.95,166.02,155.27,4:30:03
30.66,295.9,192.38,168.95,166.02,155.27,4:30:07
30.66,295.9,192.38,168.95,166.02,156.25,4:30:11
30.66,295.9,192.38,168.95,166.02,155.27,4:30:15
30.66,295.9,191.41,167.97,166.02,155.27,4:30:19
30.66,295.9,192.38,167.97,166.02,155.27,4:30:23
30.66,295.9,191.41,167.97,166.02,155.27,4:30:27
30.66,295.9,192.38,167.97,166.02,155.27,4:30:31
30.66,295.9,192.38,168.95,166.02,155.27,4:30:35
30.66,295.9,192.38,168.95,166.02,155.27,4:30:39
30.66,295.9,192.38,168.95,166.02,155.27,4:30:43
30.66,295.9,192.38,167.97,166.02,155.27,4:30:47
30.66,295.9,192.38,168.95,166.02,155.27,4:30:51
30.66,295.9,192.38,168.95,166.02,155.27,4:30:56
30.76,295.9,192.38,168.95,166.02,155.27,4:31:00
30.76,295.9,192.38,167.97,166.02,155.27,4:31:04
30.76,294.92,192.38,168.95,166.02,155.27,4:31:08
30.76,294.92,191.41,168.95,166.02,155.27,4:31:12
30.66,294.92,192.38,167.97,166.02,155.27,4:31:16
30.76,294.92,192.38,167.97,166.02,155.27,4:31:20
30.76,294.92,192.38,167.97,166.02,155.27,4:31:24
30.76,294.92,192.38,167.97,166.02,155.27,4:31:28
30.66,294.92,191.41,167.97,165.04,155.27,4:31:32
30.66,294.92,191.41,167.97,166.02,155.27,4:31:36
30.66,294.92,191.41,167.97,165.04,155.27,4:31:40
30.66,294.92,191.41,167.97,165.04,155.27,4:31:44
30.66,294.92,191.41,167.97,166.02,155.27,4:31:48
30.66,294.92,191.41,167.97,165.04,155.27,4:31:52
30.66,294.92,191.41,167.97,165.04,155.27,4:31:56
30.66,294.92,191.41,167.97,165.04,155.27,4:32:00
30.66,294.92,191.41,167.97,165.04,155.27,4:32:04
30.66,294.92,191.41,166.99,165.04,155.27,4:32:09
30.66,294.92,191.41,166.99,165.04,155.27,4:32:13
30.66,294.92,191.41,166.99,165.04,155.27,4:32:17
30.66,294.92,191.41,166.99,165.04,155.27,4:32:21
30.66,294.92,191.41,167.97,165.04,155.27,4:32:25
